abatacepte;BRISTOL-MEYERS SQUIBB FARMACÊUTICA LTDA;ORENCIA;250 MG PO LIOF INJ CT FA + SER DESC;0;SIM
água para injeção;INDÚSTRIA FARMACÊUTICA BASA;ÁGUA PARA INJETÁVEIS BASA;SOL INJ IV CX 16 FR PLAS TRANS SIST FECH X 1000 ML;170,05;NÃO
água para injeção;INDÚSTRIA FARMACÊUTICA BASA;ÁGUA PARA INJETÁVEIS BASA;SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML;275,61;NÃO
água para injeção;INDÚSTRIA FARMACÊUTICA TEXON LTDA;ÁGUA PARA INJETAVEIS TEXON;SOL INJ IV CX 42 BOLS PVC TRANS SIST FECH X 250 ML;291,11;NÃO
água para injeção;INDÚSTRIA FARMACÊUTICA TEXON LTDA;ÁGUA PARA INJETAVEIS TEXON;SOL INJ IV CX 16 BOLS PVC TRANS SIST FECH X 1000 ML;171,19;NÃO
água para injeção;INDÚSTRIA FARMACÊUTICA TEXON LTDA;ÁGUA PARA INJETAVEIS TEXON;SOL INJ IV CX 30 BOLS PVC TRANS SIST FECH X 500 ML;230,64;NÃO
alanilglutamina;CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA;DIAMIN;200 MG/ML SOL INJ CX FA VD INC X 100 ML;0;SIM
alanilglutamina;CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA;DIAMIN;200 MG/ML SOL INJ CX FA VD INC X 500 ML;0;SIM
alanilglutamina;CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA;DIAMIN;200 MG/ML SOL INJ CX FA VD INC X 250 ML;0;SIM
alanilglutamina;CLARIS PRODUTOS FARMACEUTICOS DO BRASIL LTDA;DIAMIN;200 MG/ML SOL INJ CX FA VD INC X 50 ML;0;SIM
alanilglutamina;FRESENIUS KABI BRASIL LTDA;DIPEPTIVEN;200 MG/ML SOL INJ IV CX FR VD INC X 50 ML;0;SIM
alanilglutamina;FRESENIUS KABI BRASIL LTDA;DIPEPTIVEN;200 MG/ML SOL INJ IV CX FR VD INC X 100 ML;0;SIM
albendazol;MARINHA DO BRASIL- LABORATÓRIO FARMACÊUTICO DA MARINHA;LFM-ALBENDAZOL;200 MG COM CX 150 ENV KRAFT POLIET X 2 (EMB. HOSP.);0;SIM
albendazol;EMS SIGMA PHARMA LTDA;ALBENDAZOL;200 MG COM MAST CT BL AL PLAS OPC X 2 ;5,39;NÃO
albendazol;EMS SIGMA PHARMA LTDA;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML + CP MED;5,37;NÃO
albendazol;EMS SIGMA PHARMA LTDA;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS OPC X 1 ;5,4;NÃO
albendazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;VERDAZOL;400 MG COM CT BL AL PLAS INC X 1;4,77;NÃO
albendazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;VERDAZOL;200 MG COM CT BL AL PLAS INC X 200 (EMB HOSP);0;SIM
albendazol;PHARLAB INDÚSTRIA FARMACÊUTICA LTDA;VERDAZOL;200 MG COM CT BL AL PLAS INC X 2;3,32;NÃO
albendazol;SANOFI-AVENTIS FARMACÊUTICA LTDA;ZOLBEN;400 MG COM MAST CT BL AL PLAS INC X 1;6,96;NÃO
albendazol;SANOFI-AVENTIS FARMACÊUTICA LTDA;ZOLBEN;40 MG/ML SUS OR CT FR PLAS OPC X 10 ML;7,51;NÃO
albendazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;MEBENIX;40MG/ML SUS OR CT FR VD AMB X 10 ML ;7,02;NÃO
albendazol;CIMED INDÚSTRIA DE MEDICAMENTOS LTDA;MEBENIX;400 MG COM CT ENV AL X 1 ;6,44;NÃO
albendazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ALBEL;400 MG COM MAST CT BL AL PLAS INC X 1;6,48;NÃO
albendazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ALBEL;40 MG/ML SUS CT FR PLAS AMB X 10 ML ;7,03;NÃO
albendazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ALBEL;400 MG COM MAST CT 500 BL AL PLAS INC X 1 (EMB. HOSP);0;SIM
albendazol;GEOLAB INDÚSTRIA FARMACÊUTICA LTDA;ALBEL;40 MG/ML SUS CX 60 FR PLAS AMB X 10 ML (EMB HOSP);0;SIM
albendazol;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML + CP MED;5,38;NÃO
albendazol;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;MONOZOL;80 MG/ML SUS OR CT FR VD AMB X 15 ML;8,97;NÃO
albendazol;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;MONOZOL;400 MG COM MAST CT BL AL PVDC BRANCO LEITOSO X 1;7,6;NÃO
albendazol;LABORATÓRIO GLOBO LTDA;ALBENIX;40 MG/ML SUS OR CT FR VD AMB X 10 ML;5,54;NÃO
albendazol;LABORATÓRIO GLOBO LTDA;ALBENIX;200 MG COM CT BL AL PLAS INC X 2;2,98;NÃO
albendazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;ALBENDAZOL;SUSP ORAL - FR. C/ 10 ML;4,03;NÃO
albendazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS INC X 1 ;5,1;NÃO
albendazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;ALBENTEL;40 MG/ML SUS OR CT FR VD AMB X 10 ML;5,37;NÃO
albendazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;ALBENTEL;400 MG COM MAST CT BL AL PLAS INC X 5;27,62;NÃO
albendazol;LABORATÓRIO TEUTO BRASILEIRO S.A.;ALBENTEL;400 MG COM MAST CT BL AL PLAS INC X 1 ;4,66;NÃO
albendazol;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;VERMICLASE;400 MG COM MAST CT BL AL PLAS INC X 1;3,29;NÃO
albendazol;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;VERMICLASE;40 MG/ML SUSP OR CT FR VD AMB X 10 ML;7,2;NÃO
albendazol;PHARMASCIENCE LABORATORIOS LTDA;ALBENDAL;400 MG/10 ML SUS OR CT FR VD AMB X 10 ML;5,74;NÃO
albendazol;PHARMASCIENCE LABORATORIOS LTDA;ALBENDAL;400 MG COM CT BL AL PLAS INC X 1;4,62;NÃO
albendazol;PHARMASCIENCE LABORATORIOS LTDA;ALBENDAL;200 MG COM CT BL AL PLAS INC X 2;2,85;NÃO
albendazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;ALBENDAZOL;SUS 400MG (VD AMB C/10ML);3,8;NÃO
albendazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;ALBENDAZOL;400 MG COM MAST DISPLAY  BL AL PLAS INC X 1  ;4,45;NÃO
albendazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;NEO BENDAZOL;CP MAST 400 MG (CX C/1 BL C/1);5,1;NÃO
albendazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;NEO BENDAZOL;200 MG COM CT BL AL PLAS INC X 2;3,04;NÃO
albendazol;LABORATÓRIO NEOQUÍMICA COMÉRCIO E INDÚSTRIA LTDA;NEO BENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML;5,68;NÃO
albendazol;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;ZOLDAN;400 MG COM CT BL AL PLAS INC X 1 ;4,61;NÃO
albendazol;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;ZOLDAN;200 MG COM CT BL AL PLAS INC X 2;2,74;NÃO
albendazol;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;ZOLDAN;200 MG COM CT BL AL PLAS INC X 500 (EMB. HOSP.);404,32;NÃO
albendazol;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;ZOLDAN;40 MG/ML SUS OR CT FR VD AMB X 10 ML ;5,27;NÃO
albendazol;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;ZOLDAN;400 MG COM CT BL AL PLAS INC X 500 (EMB HOSP);808,65;NÃO
albendazol;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;ZOLDAN;40 MG/ML SUS OR CT 100 FR VD AMB X 10 ML (EMB. HOSP.);397,09;NÃO
albendazol;INSTITUTO DE QUÍMICA E BIOLOGIA S/A;ALBA 3;FR. C/10 ML X 400 MG.;10,12;NÃO
albendazol;GLAXO SMITHKLINE BRASIL LTDA;ZENTEL;400 MG COMP MAST BL 1;8,41;NÃO
albendazol;GLAXO SMITHKLINE BRASIL LTDA;ZENTEL;400 MG COM MAST CT BL AL PLAS INC X 5;40,07;NÃO
albendazol;GLAXO SMITHKLINE BRASIL LTDA;ZENTEL;200 MG COMP BL 2;8,41;NÃO
albendazol;GLAXO SMITHKLINE BRASIL LTDA;ZENTEL;4% SUSP FRPLAST 10ML;9,41;NÃO
albendazol;PRODUTOS FARMACÊUTICOS MILLET ROUX LTDA;ALIN;400 MG COM MAST CT BL AL PLAS INC X 1;5,92;NÃO
albendazol;PRODUTOS FARMACÊUTICOS MILLET ROUX LTDA;ALIN;SUSP VD. 10 ML;6,49;NÃO
albendazol;GREENPHARMA QUÍMICA FARMACÊUTICA LTDA;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML;5,77;NÃO
albendazol;GREENPHARMA QUÍMICA FARMACÊUTICA LTDA;ALBENDAZOL;40 MG/ML SUS OR CX 200 FR VD AMB X 10 ML (EMB HOSP);0;SIM
albendazol;GREENPHARMA QUÍMICA FARMACÊUTICA LTDA;BENZOL;400 MG COM CT BL AL PLAS INC X 45;19,56;NÃO
albendazol;GREENPHARMA QUÍMICA FARMACÊUTICA LTDA;BENZOL;400 MG COM CT BL AL PLAS INC X 1;4,79;NÃO
albendazol;GREENPHARMA QUÍMICA FARMACÊUTICA LTDA;BENZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML;4,77;NÃO
albendazol;GREENPHARMA QUÍMICA FARMACÊUTICA LTDA;BENZOL;200 MG COM CT ENV KRAFT X 4;2,74;NÃO
albendazol;CAZI QUÍMICA FARMACÊUTICA INDÚSTRIA E COMÉRCIO LTDA;PARAZOL;200 MG COM CT ENV AL X 2;6,62;NÃO
albendazol;CAZI QUÍMICA FARMACÊUTICA INDÚSTRIA E COMÉRCIO LTDA;PARAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML;7,49;NÃO
albendazol;GERMED FARMACEUTICA LTDA;MONOZOL;80 MG/ML SUS OR CT FR VD AMB X 15 ML;8,97;NÃO
albendazol;GERMED FARMACEUTICA LTDA;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML + CP MED;3,65;NÃO
albendazol;GERMED FARMACEUTICA LTDA;ALBENDAZOL;400 MG COM MAST CT STR X 1 ;5,32;NÃO
albendazol;GERMED FARMACEUTICA LTDA;ALBENDAZOL;200 MG COM MAST CT BL AL PLAS OPC X 2 ;5,37;NÃO
albendazol;ROYTON QUÍMICA FARMACÊUTICA LTDA;ALBENDROX;400 MG COM CX 100 BL AL PLAS INC X 1 USO HOSP ;0;SIM
albendazol;ROYTON QUÍMICA FARMACÊUTICA LTDA;ALBENDROX;200 MG COM CT BL AL PLAS INC X 2;3,54;NÃO
albendazol;ROYTON QUÍMICA FARMACÊUTICA LTDA;ALBENDROX;200 MG COM CX 50 BL AL PLAS INC X 2 (EMB HOSP);136,68;NÃO
albendazol;ROYTON QUÍMICA FARMACÊUTICA LTDA;ALBENDROX;400 MG/ 10 ML SUS OR CT FR VD AMB X 10 ML ;5,53;NÃO
albendazol;ROYTON QUÍMICA FARMACÊUTICA LTDA;ALBENDROX;400 MG/10 ML SUS OR CX 100 FR VD AMB X 10 ML (EMB HOSP);0;SIM
albendazol;ROYTON QUÍMICA FARMACÊUTICA LTDA;ALBENDROX;400 MG COM CT BL AL PLAS INC X 1;5,07;NÃO
albendazol;MEDLEY S/A  INDÚSTRIA FARMACÊUTICA;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS INC X 1;5,05;NÃO
albendazol;MEDLEY S/A  INDÚSTRIA FARMACÊUTICA;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML;5,81;NÃO
albendazol;BIOFARMA FARMACÊUTICA LTDA;ALZOBEN;200 MG COM CT BL AL PLAS OPC X 2;2,32;NÃO
albendazol;BIOFARMA FARMACÊUTICA LTDA;ALZOBEN;200 MG COM CT BL AL PLAS OPC X 12;12,39;NÃO
albendazol;BIOFARMA FARMACÊUTICA LTDA;ALZOBEN;400 MG COM CT BL AL PLAS OPC X 5;11,2;NÃO
albendazol;BIOFARMA FARMACÊUTICA LTDA;ALZOBEN;400 MG COM CT BL AL PLAS OPC X 1;2,79;NÃO
albendazol;BIOFARMA FARMACÊUTICA LTDA;ALZOBEN;40 MG/ML SUS OR CT FR VD AMB X 10 ML;4,48;NÃO
albendazol;BIOFARMA FARMACÊUTICA LTDA;ALZOBEN;40 MG/ML SUS OR CT FR PLAS OPC X 10 ML;4,4;NÃO
albendazol;ABBOTT LABORATÓRIOS DO BRASIL LTDA;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS INC X 1;4,97;NÃO
albendazol;EMS S/A ;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML ;5,84;NÃO
albendazol;EMS S/A ;ALBENDAZOL;200 MG COM MAST CT BL AL PLAS LEIT X 2 ;5,4;NÃO
albendazol;EMS S/A ;ALBENDAZOL;400 MG COM MAST CT STR X 1;5,08;NÃO
albendazol;INSTITUTO NACIONAL DE QUIMIOTERAPIA LTDA;ALBAVERMIN;FR COM 10 ML SUSP;6,37;NÃO
albendazol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;PARASIN;400 MG COM MAST CT BL AL PLAS INC X 1;7,51;NÃO
albendazol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S/A;PARASIN;40 MG/ML SUS OR CT FR VD AMB X 10 ML;7,6;NÃO
albendazol;NEOLATINA COMÉRCIO E INDÚSTRIA FARMACÊUTICA LTDA;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML ;3,77;NÃO
albendazol;NEOLATINA COMÉRCIO E INDÚSTRIA FARMACÊUTICA LTDA;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS INC X 1 ;4,21;NÃO
albendazol;NEOLATINA COMÉRCIO E INDÚSTRIA FARMACÊUTICA LTDA;ALBENZONIL;40 MG/ML SUS OR CT FR VD AMB X 10 ML ;5,28;NÃO
albendazol;NOVA QUÍMICA FARMACÊUTICA LTDA;ALBENDAZOL;40 MG/ML SUS OR CT FR VD AMB X 10 ML + CP MED;6,09;NÃO
albendazol;PRATI, DONADUZZI & CIA LTDA;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS INC X 80 (EMB HOSP);0;SIM
albendazol;PRATI, DONADUZZI & CIA LTDA;ALBENDAZOL;40 MG/ML SUS OR CX 200 FR PLAS OPC X 10 ML (EMB HOSP);0;SIM
albendazol;PRATI, DONADUZZI & CIA LTDA;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS INC X 100 (EMB FRAC);72,45;NÃO
albendazol;PRATI, DONADUZZI & CIA LTDA;ALBENDAZOL;40 MG/ML SUS OR CT FR PLAS OPC X 10 ML;4,26;NÃO
albendazol;PRATI, DONADUZZI & CIA LTDA;ALBENDAZOL;400 MG COM MAST CT BL AL PLAS INC X 1;4,33;NÃO
albendazol;LASA INDUSTRIA FARMACEUTICA LTDA ;MONOZEN;40 MG/ML SUS OR CT FR VD AMB X 10 ML;4,42;NÃO
albendazol;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;VERMITAL;40 MG/ML SUS OR CT FR VD AMB X 10 ML 01;7,61;NÃO
albendazol;LABORATÓRIO FARMACÊUTICO ELOFAR LTDA;VERMITAL;200 MG COM CT ENV PAPEL KRAFT POLIET X 2;7,46;NÃO
albendazol;KLEY HERTZ S.A. INDÚSTRIA E COMÉRCIO;ALBENDY;400 MG COM MAST CX BL AL PLAS INC X 1;5,18;NÃO
albendazol;KLEY HERTZ S.A. INDÚSTRIA E COMÉRCIO;ALBENDY;40 MG/ML SUS OR CT FR VD AMB X 10 ML ;6,17;NÃO
albumina humana;GRIFOLS BRASIL LTDA;ALBUMINA HUMANA GRIFOLS;0,2 G/ML SOL INJ FR 10 ML;79,34;NÃO
albumina humana;GRIFOLS BRASIL LTDA;ALBUMINA HUMANA GRIFOLS;0,2 G/ML SOL INJ FR 50 ML;396,85;NÃO
albumina humana;OCTAPHARMA BRASIL S/A;ALBUMINA HUMANA (OCTA);20% SOL. INJ. CT. FR. AMP. VD X 50 ML.;305,1;NÃO
albumina humana;OCTAPHARMA BRASIL S/A;OCTALBIN;20 % SOL INJ CT FA VD INC X 50 ML ;305,1;NÃO
albumina humana;OCTAPHARMA BRASIL S/A;OCTALBIN;20 % SOL INJ CT 10 FA VD INC X 50 ML;0;SIM
albumina humana;LFB HEMODERIVADOS E BIOTECNOLOGIA LTDA;VIALEBEX;20% SOL INJ CT 1 FA VD INC X 50 ML;0;SIM
albumina humana;MARCOS PEDRILSON PRODUTOS HOSPITALARES LTDA;ALBUMINA HUMANA 20%;FRASCO 50 ML;290,38;NÃO
albumina humana;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;PLASBUMIN 20;200 MG/ML SOL INJ CT FA VD INC X 50 ML;0;SIM
albumina humana;BAXTER HOSPITALAR LTDA;ALBUMINA SÉRICA HUMANA NORMAL;20 PCC SOL INJ CT FA X 50 ML + EQUIPO;0;SIM
albumina humana;BAXTER HOSPITALAR LTDA;ALBUMINA SÉRICA HUMANA NORMAL;20 PCC SOL INJ BOLSA PLÁSTICA X 100 ML;650,63;NÃO
albumina humana;BAXTER HOSPITALAR LTDA;ALBUMINA SÉRICA HUMANA NORMAL;25 PCC SOL INJ CT FA X 50 ML + EQUIPO;427,32;NÃO
albumina humana;BAXTER HOSPITALAR LTDA;ALBUMINA SÉRICA HUMANA NORMAL;20 PCC SOL INJ BOLSA PLÁSTICA X 50 ML;325,32;NÃO
albumina humana;BAXTER HOSPITALAR LTDA;ALBUMINA HUMANA BAXTER AG;20% SOL INJ CT 1 FA VD INC X 50 ML;0;SIM
albumina humana;BLAUSIEGEL INDUSTRIA E COMÉRCIO LTDA;ALBUMAX;CX COM 1 FR AMP SOL INJ - 50 ML + EQUIPO;0;SIM
albumina humana;BLAUSIEGEL INDUSTRIA E COMÉRCIO LTDA;BLAUBIMAX;20 PPC SOL INJ CT FR AMP 50ML + EQP;0;SIM
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;ALBUMINAR;20 PCC CT FA VD INC X 50 ML ;0;SIM
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BERIBUMIN;200 MG/ML SOL INJ CT 10 FA VD INC X 50 ML;2170,02;NÃO
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BERIBUMIN;200 MG/ML SOL INJ CT 50 FA VD INC X 50 ML;10850,15;NÃO
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;BERIBUMIN;200 MG/ML SOL INJ CT FA VD INC X 50 ML;0;SIM
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;ALBUREX 20;200G/L SOL INJ CT 5 FA VD INC X 20ML ;0;SIM
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;ALBUREX 20;200G/L SOL INJ CT 5 FA VD INC X 50ML  ;0;SIM
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;ALBUREX 20;200G/L SOL INJ CT FA VD INC X 50ML;0;SIM
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;ALBUREX 20;200G/L SOL INJ CT FA VD INC X 100ML  ;0;SIM
albumina humana;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;ALBUREX 20;200G/L SOL INJ CT FA VD INC X 20ML ;0;SIM
albumina humana;MEIZLER BIOPHARMA S/A;ZENALB;20% SOL INJ CX 1 FA VD INC X 50 ML;0;SIM
albumina humana;MEIZLER BIOPHARMA S/A;ZENALB;20 PCC SOL INJ CX FA X 50 ML + EMBALADO;320,99;NÃO
alcatrão mineral;THERASKIN FARMACÊUTICA LTDA.;THERATAR;17,5 MG/G GEL CT BG AL X 80 G;42,12;NÃO
álcool polivinílico;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;LACRIL;14 MG/ML SOL OFT FR PLAS OPC GOT X 15 ML;13,23;NÃO
álcool polivinílico, povidona;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;REFRESH;14 MG/ML + 6 MG/ML SOL OCU CT 30 FLAC X 0,4 ML ;40,72;NÃO
álcool polivinílico, povidona;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;LACRIFRESH;1,4% + 0,6% SOL OFT CT FR FLAS OPC GOT X 15 ML;50,89;NÃO
aldesleucina;ZODIAC PRODUTOS FARMACÊUTICOS S.A;PROLEUKIN;18000000 UI PO LIOF CT X FA VD INC (REST HOSP);0;SIM
alendronato de sódio;EMS SIGMA PHARMA LTDA;OSTEOFORM;70 MG COM CT BL AL PVDC OPC X 8;78,81;NÃO
alendronato de sódio;EMS SIGMA PHARMA LTDA;OSTEOFORM;70 MG COM CT BL AL PVC X 2;19,68;NÃO
alendronato de sódio;EMS SIGMA PHARMA LTDA;OSTEOFORM;70 MG COM CT BL AL PVDC OPC X 4;39,4;NÃO
alendronato de sódio;EMS SIGMA PHARMA LTDA;ALENDRONATO SÓDICO;70 MG COM CT BL AL PLAS LEIT X 2;51,38;NÃO
alendronato de sódio;EMS SIGMA PHARMA LTDA;ALENDRONATO SÓDICO;70 MG COM CT BL AL PLAS LEIT X 4;100,25;NÃO
alendronato de sódio;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;BONAGRAN;70 MG COM CT BL AL PLAS OPC X 4;55,12;NÃO
alendronato de sódio;LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;BONAGRAN;70 MG COM CT BL AL PLAS OPC X 8;110,26;NÃO
alendronato de sódio;LABORATÓRIO GLOBO LTDA;OSSOMAX;70 MG COM CT BL AL PLAS  BR OPC X 4;38,58;NÃO
alendronato de sódio;VITAPAN INDÚSTRIA FARMACÊUTICA LTDA;ALENDRIN;10 MG COM CT BL AL PLAS INC X 30;80,17;NÃO
alendronato de sódio;ARROW FARMACÊUTICA S.A;ALENDRONATO DE SÓDIO;70 MG COM CT BL AL PLAS INC X 4;74,59;NÃO
alendronato de sódio;ARROW FARMACÊUTICA S.A;ALENDRONATO DE SÓDIO;70 MG COM CT BL AL PLAS INC X 5;74,59;NÃO
alendronato de sódio;ARROW FARMACÊUTICA S.A;ALENDRONATO DE SÓDIO;10 MG COM CT BL AL PLAS INC X 30;80,05;NÃO
alendronato de sódio;INSTITUTO TERAPÊUTICO DELTA LTDA;ENDROSTAN;70 MG COM CT BL AL PLAS INC X 4;37,99;NÃO
alendronato de sódio;FARMOQUÍMICA S.A;ALENDIL;70 MG COM CT BL AL PLAS INC X 8;150,93;NÃO
alendronato de sódio;FARMOQUÍMICA S.A;ALENDIL;70 MG COM CT BL AL PLAS INC X 4;100,77;NÃO
alendronato de sódio;FARMOQUÍMICA S.A;ALENDIL;70 MG COM CT BL AL PLAS INC X 2;50,34;NÃO
alendronato de sódio;FARMOQUÍMICA S.A;ALENDIL;70 MG COM CT BL AL PLAS INC X 12;226,39;NÃO
alendronato de sódio;FARMOQUÍMICA S.A;ALENDIL;10 MG COM CT 2 BL AL PLAS INC X 15;109,72;NÃO
alendronato de sódio;FARMOQUÍMICA S.A;ALENDIL;10 MG COM CT BL AL PLAS INC X 15;55,57;NÃO
alendronato de sódio;FARMOQUÍMICA S.A;ALENDIL;5 MG COM CT 2 BL AL PLAS INC X 15;55,57;NÃO
alendronato de sódio;MERCK SHARP & DOHME FARMACÊUTICA LTDA;FOSAMAX;10 MG COM CT BL AL / PVC OPC X 30;175,56;NÃO
alendronato de sódio;MERCK SHARP & DOHME FARMACÊUTICA LTDA;FOSAMAX;10 MG COM CT BL AL / PVC OPC X 15;87,38;NÃO
alendronato de sódio;MERCK SHARP & DOHME FARMACÊUTICA LTDA;FOSAMAX;70 MG COM CT BL AL / PVC OPC X 4;163,74;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;OSTEOFORM;70 MG COM CT BL AL PVC X 4;39,39;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;OSTEOFORM;10 MG 2 BL X 14 COMP;38,71;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;OSTEOFORM;70 MG COM CT BL AL PVDC LEIT X 8;78,81;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;OSTEOFORM;70 MG COM CT BL AL PVDC LEIT X 70 (EMB FRAC);689,48;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;OSTEOFORM;70 MG COM CT BL AL PVC X 2;19,69;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;ALENDRONATO DE SÓDIO;70 MG COM CT BL AL PLAS LEIT X 2;47,97;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;ALENDRONATO DE SÓDIO;70 MG COM CT BL AL PLAS LEIT X 4;94,39;NÃO
alendronato de sódio;GERMED FARMACEUTICA LTDA;ALENDRONATO DE SÓDIO;10 MG COM CT BL AL PLAS LEIT X 28;106,25;NÃO
alendronato de sódio;UCI-FARMA INDÚSTRIA FARMACÊUTICA LTDA;MINUSORB;70 MG COM CT BL AL PLAS INC X 4;63,01;NÃO
alendronato de sódio;UCI-FARMA INDÚSTRIA FARMACÊUTICA LTDA;MINUSORB;10 MG COM CT 2 BL AL PLAS INC X 15;106,77;NÃO
alendronato de sódio;UCI-FARMA INDÚSTRIA FARMACÊUTICA LTDA;MINUSORB;10 MG COM CT BL AL PLAS INC X 15;56,83;NÃO
alendronato de sódio;BIOLAB SANUS FARMACÊUTICA LTDA;BONALEN;70 MG COM REV CT BL AL PLAS AMB X 4;39,48;NÃO
alendronato de sódio;BIOLAB SANUS FARMACÊUTICA LTDA;BONALEN;10 MG COM CT BL AL PLAS INC X 30;99,79;NÃO
alendronato de sódio;BIOLAB SANUS FARMACÊUTICA LTDA;BONALEN;10 MG COM CT BL AL PLAS INC X 15;47,89;NÃO
alendronato de sódio;LABORATÓRIOS BIOSINTÉTICA LTDA;ALENDRONATO SÓDICO;10 MG COM CT BL AL PLAS BCO OPC X 30;94,95;NÃO
alendronato de sódio;LABORATÓRIOS BIOSINTÉTICA LTDA;ALENDRONATO SÓDICO;10 MG COM CT BL AL PLAS BCO OPC X 15;48,13;NÃO
alendronato de sódio;EMS S/A ;ALENDRONATO SÓDICO;70 MG COM CT BL AL PLAS LEIT X 4;101,02;NÃO
alendronato de sódio;EMS S/A ;ALENDRONATO SÓDICO;70 MG COM CT BL AL PLAS LEIT X 2;51,24;NÃO
alendronato de sódio;EMS S/A ;ALENDÓSSEO;70 MG COM CT BL AL PLAS OPC X 4;39,48;NÃO
alendronato de sódio;ABBOTT PRODUTOS PARA SAÚDE LTDA;ENDRONAX;70 MG COM CT BL AL PLAS INC X 4;84,38;NÃO
